	seed_genes
0	['APOE', 'CAT', 'RUNX3', 'CRP', 'CSF2', 'GJB2', 'HLA-C', 'IL1B', 'IL4', 'IL6', 'IL12B', 'IL13', 'MKI67', 'NFKBIA', 'NOS2', 'PCNA', 'SERPINB8', 'PPARG', 'REL', 'REN', 'S100A7', 'SOD2', 'STAT3', 'TGFA', 'TNF', 'TNFAIP3', 'TP53', 'TYK2', 'VEGFA', 'VNN2', 'VNN1', 'PTTG1', 'TNIP1', 'TRAF3IP2', 'DDX58', 'IL36RN', 'CYP2S1', 'IL23A', 'ERAP1', 'FBXL19', 'VNN3', 'RNF114', 'IFIH1', 'CSMD1', 'CARD14', 'LCE3D', 'ZNF816', 'IL23R', 'IFNLR1', 'LCE3B', 'LCE3C']
